municipio,latitud,longitud,altitud_msnm,cat_altitud
POINT (-74.1447657 9.530748654),9.530748654,-74.1447657,89.0,Bajo (<1.000 m)
POINT (-74.41251197 10.43303399),10.43303399,-74.41251197,42.0,Bajo (<1.000 m)
POINT (-74.60181576 9.76945611),9.76945611,-74.60181576,72.0,Bajo (<1.000 m)
POINT (-74.36057942 10.84758901),10.84758901,-74.36057942,0.0,Bajo (<1.000 m)
POINT (-74.58106823 10.64860351),10.64860351,-74.58106823,7.0,Bajo (<1.000 m)
POINT (-74.2644392 10.10533028),10.10533028,-74.2644392,158.0,Bajo (<1.000 m)
POINT (-74.72296972 10.51538178),10.51538178,-74.72296972,9.0,Bajo (<1.000 m)
POINT (-74.19797988 9.380680272),9.380680272,-74.19797988,43.0,Bajo (<1.000 m)
POINT (-74.35851644 9.306869548),9.306869548,-74.35851644,27.0,Bajo (<1.000 m)
POINT (-74.44419381 9.503097215),9.503097215,-74.44419381,56.0,Bajo (<1.000 m)
POINT (-74.66521178 9.484388135),9.484388135,-74.66521178,54.0,Bajo (<1.000 m)
POINT (-74.62966038 10.89027616),10.89027616,-74.62966038,5.0,Bajo (<1.000 m)
POINT (-74.73263001 9.924701267),9.924701267,-74.73263001,67.0,Bajo (<1.000 m)
POINT (-74.69115456 10.11779893),10.11779893,-74.69115456,24.0,Bajo (<1.000 m)
POINT (-74.17798317 10.79634658),10.79634658,-74.17798317,18.0,Bajo (<1.000 m)
POINT (-73.49291595 4.09166877),4.09166877,-73.49291595,332.0,Bajo (<1.000 m)
POINT (-73.57135162 3.943383008),3.943383008,-73.57135162,354.0,Bajo (<1.000 m)
POINT (-72.99548981 4.519076127),4.519076127,-72.99548981,214.0,Bajo (<1.000 m)
POINT (-72.95268896 4.315244759),4.315244759,-72.95268896,183.0,Bajo (<1.000 m)
POINT (-73.53886668 3.805154089),3.805154089,-73.53886668,316.0,Bajo (<1.000 m)
POINT (-74.06232494 3.834631516),3.834631516,-74.06232494,1891.0,Alto (1.800-2.200 m)
POINT (-73.31477539 4.232526389),4.232526389,-73.31477539,291.0,Bajo (<1.000 m)
POINT (-73.71441684 4.353769888),4.353769888,-73.71441684,1878.0,Alto (1.800-2.200 m)
POINT (-73.89445238 3.60282633),3.60282633,-73.89445238,542.0,Bajo (<1.000 m)
POINT (-73.83161892 3.706969785),3.706969785,-73.83161892,571.0,Bajo (<1.000 m)
POINT (-73.59625429 3.382370124),3.382370124,-73.59625429,262.0,Bajo (<1.000 m)
POINT (-73.7611547 3.441051399),3.441051399,-73.7611547,332.0,Bajo (<1.000 m)
POINT (-73.95983864 3.947775585),3.947775585,-73.95983864,1833.0,Alto (1.800-2.200 m)
POINT (-71.93805692 3.117523361),3.117523361,-71.93805692,197.0,Bajo (<1.000 m)
POINT (-74.12454824 3.154771201),3.154771201,-74.12454824,882.0,Bajo (<1.000 m)
POINT (-74.09488076 2.161863917),2.161863917,-74.09488076,255.0,Bajo (<1.000 m)
POINT (-74.43066134 3.047726858),3.047726858,-74.43066134,499.0,Bajo (<1.000 m)
POINT (-74.09628467 3.614714873),3.614714873,-74.09628467,1640.0,Medio (1.000-1.800 m)
POINT (-72.7210941 2.752260112),2.752260112,-72.7210941,229.0,Bajo (<1.000 m)
POINT (-71.63157429 4.005034467),4.005034467,-71.63157429,189.0,Bajo (<1.000 m)
POINT (-72.64570499 4.014298921),4.014298921,-72.64570499,202.0,Bajo (<1.000 m)
POINT (-73.23671436 3.193092925),3.193092925,-73.23671436,247.0,Bajo (<1.000 m)
POINT (-73.13780171 2.758083657),2.758083657,-73.13780171,214.0,Bajo (<1.000 m)
POINT (-73.50226037 4.204310977),4.204310977,-73.50226037,365.0,Bajo (<1.000 m)
POINT (-73.27583401 3.84761678),3.84761678,-73.27583401,242.0,Bajo (<1.000 m)
POINT (-73.81635243 3.289851171),3.289851171,-73.81635243,359.0,Bajo (<1.000 m)
POINT (-73.66041355 4.471346322),4.471346322,-73.66041355,1965.0,Alto (1.800-2.200 m)
POINT (-72.65672742 3.515860962),3.515860962,-72.65672742,218.0,Bajo (<1.000 m)
POINT (-73.66652234 2.811616698),2.811616698,-73.66652234,281.0,Bajo (<1.000 m)
POINT (-77.20610074 1.083605497),1.083605497,-77.20610074,3241.0,Muy alto (>2.200 m)
POINT (-77.06880947 1.469854084),1.469854084,-77.06880947,2254.0,Muy alto (>2.200 m)
POINT (-77.69538731 0.913431916),0.913431916,-77.69538731,3180.0,Muy alto (>2.200 m)
POINT (-77.53115777 1.245254077),1.245254077,-77.53115777,1556.0,Medio (1.000-1.800 m)
POINT (-77.12985001 1.480051172),1.480051172,-77.12985001,1934.0,Alto (1.800-2.200 m)
POINT (-78.15621072 1.44563774),1.44563774,-78.15621072,631.0,Bajo (<1.000 m)
POINT (-77.01999366 1.593645287),1.593645287,-77.01999366,2492.0,Muy alto (>2.200 m)
POINT (-77.1163664 1.315215636),1.315215636,-77.1163664,2577.0,Muy alto (>2.200 m)
POINT (-77.0473156 1.636334379),1.636334379,-77.0473156,2317.0,Muy alto (>2.200 m)
POINT (-77.44063921 1.209066732),1.209066732,-77.44063921,1913.0,Alto (1.800-2.200 m)
POINT (-77.52808731 0.932667458),0.932667458,-77.52808731,2998.0,Muy alto (>2.200 m)
POINT (-77.36805903 0.78274688),0.78274688,-77.36805903,2654.0,Muy alto (>2.200 m)
POINT (-77.73591601 0.875426999),0.875426999,-77.73591601,3225.0,Muy alto (>2.200 m)
POINT (-77.95958446 0.944223274),0.944223274,-77.95958446,3275.0,Muy alto (>2.200 m)
POINT (-77.59281637 1.72559011),1.72559011,-77.59281637,1285.0,Medio (1.000-1.800 m)
POINT (-77.26969022 1.386497844),1.386497844,-77.26969022,2028.0,Alto (1.800-2.200 m)
POINT (-77.99533234 2.216382295),2.216382295,-77.99533234,68.0,Bajo (<1.000 m)
POINT (-77.43050934 1.512283967),1.512283967,-77.43050934,1100.0,Medio (1.000-1.800 m)
POINT (-77.48319589 1.887689437),1.887689437,-77.48319589,504.0,Bajo (<1.000 m)
POINT (-76.98526959 1.409430207),1.409430207,-76.98526959,2633.0,Muy alto (>2.200 m)
POINT (-77.38311597 1.43026376),1.43026376,-77.38311597,2240.0,Muy alto (>2.200 m)
POINT (-77.39532781 0.957786429),0.957786429,-77.39532781,3488.0,Muy alto (>2.200 m)
POINT (-77.73758941 0.975037904),0.975037904,-77.73758941,3024.0,Muy alto (>2.200 m)
POINT (-77.53011336 1.151366658),1.151366658,-77.53011336,2349.0,Muy alto (>2.200 m)
POINT (-77.58261883 0.928642623),0.928642623,-77.58261883,2998.0,Muy alto (>2.200 m)
POINT (-77.5186573 0.980534037),0.980534037,-77.5186573,3032.0,Muy alto (>2.200 m)
POINT (-77.50150864 1.07287697),1.07287697,-77.50150864,2470.0,Muy alto (>2.200 m)
POINT (-77.24047625 0.497708465),0.497708465,-77.24047625,767.0,Bajo (<1.000 m)
POINT (-76.92335262 1.584175998),1.584175998,-76.92335262,2432.0,Muy alto (>2.200 m)
POINT (-77.42293041 1.338034371),1.338034371,-77.42293041,2293.0,Muy alto (>2.200 m)
POINT (-77.61781608 1.541847847),1.541847847,-77.61781608,2098.0,Alto (1.800-2.200 m)
POINT (-78.23506694 2.56027333),2.56027333,-78.23506694,1.0,Bajo (<1.000 m)
POINT (-77.14284622 1.619697376),1.619697376,-77.14284622,1510.0,Medio (1.000-1.800 m)
POINT (-77.31220073 1.900862361),1.900862361,-77.31220073,1071.0,Medio (1.000-1.800 m)
POINT (-77.52093774 1.395173084),1.395173084,-77.52093774,1841.0,Alto (1.800-2.200 m)
POINT (-77.71054449 1.672601269),1.672601269,-77.71054449,894.0,Bajo (<1.000 m)
POINT (-78.04473644 1.906858429),1.906858429,-78.04473644,98.0,Bajo (<1.000 m)
POINT (-77.84664646 1.155947016),1.155947016,-77.84664646,2342.0,Muy alto (>2.200 m)
POINT (-78.438827 2.442493698),2.442493698,-78.438827,9.0,Bajo (<1.000 m)
POINT (-77.35220367 1.286775273),1.286775273,-77.35220367,2412.0,Muy alto (>2.200 m)
POINT (-78.31219024 2.287856547),2.287856547,-78.31219024,25.0,Bajo (<1.000 m)
POINT (-77.55234944 1.029815854),1.029815854,-77.55234944,2985.0,Muy alto (>2.200 m)
POINT (-78.59193099 2.088531925),2.088531925,-78.59193099,3.0,Bajo (<1.000 m)
POINT (-77.48134359 1.735354202),1.735354202,-77.48134359,1272.0,Medio (1.000-1.800 m)
POINT (-77.52870407 0.785841088),0.785841088,-77.52870407,2945.0,Muy alto (>2.200 m)
POINT (-77.59844212 1.232864821),1.232864821,-77.59844212,2500.0,Muy alto (>2.200 m)
POINT (-77.35032523 0.854351651),0.854351651,-77.35032523,3245.0,Muy alto (>2.200 m)
POINT (-77.63336954 0.916769831),0.916769831,-77.63336954,3104.0,Muy alto (>2.200 m)
POINT (-78.05811118 1.147671848),1.147671848,-78.05811118,1189.0,Medio (1.000-1.800 m)
POINT (-78.3811163 1.897581156),1.897581156,-78.3811163,26.0,Bajo (<1.000 m)
POINT (-77.69179559 1.430555262),1.430555262,-77.69179559,1833.0,Alto (1.800-2.200 m)
POINT (-77.45670068 1.288105409),1.288105409,-77.45670068,1767.0,Medio (1.000-1.800 m)
POINT (-77.02070663 1.529782485),1.529782485,-77.02070663,2554.0,Muy alto (>2.200 m)
POINT (-77.21872693 1.542139582),1.542139582,-77.21872693,2484.0,Muy alto (>2.200 m)
POINT (-76.97527979 1.681576627),1.681576627,-76.97527979,2295.0,Muy alto (>2.200 m)
POINT (-77.10140325 1.536823494),1.536823494,-77.10140325,2489.0,Muy alto (>2.200 m)
POINT (-77.98256461 2.494420411),2.494420411,-77.98256461,13.0,Bajo (<1.000 m)
POINT (-77.7445744 1.285179376),1.285179376,-77.7445744,2045.0,Alto (1.800-2.200 m)
POINT (-77.71810954 1.045287475),1.045287475,-77.71810954,3206.0,Muy alto (>2.200 m)
POINT (-77.32525316 1.591661392),1.591661392,-77.32525316,1060.0,Medio (1.000-1.800 m)
POINT (-77.35063491 1.064078111),1.064078111,-77.35063491,3362.0,Muy alto (>2.200 m)
POINT (-78.61540963 1.574550638),1.574550638,-78.61540963,15.0,Bajo (<1.000 m)
POINT (-77.63073238 1.134440523),1.134440523,-77.63073238,3186.0,Muy alto (>2.200 m)
POINT (-77.42467569 1.125547916),1.125547916,-77.42467569,2670.0,Muy alto (>2.200 m)
POINT (-72.48862641 8.112041811),8.112041811,-72.48862641,155.0,Bajo (<1.000 m)
POINT (-73.15850485 8.019834481),8.019834481,-73.15850485,1692.0,Medio (1.000-1.800 m)
POINT (-72.91705315 7.586048164),7.586048164,-72.91705315,1698.0,Medio (1.000-1.800 m)
POINT (-72.65951909 7.608509339),7.608509339,-72.65951909,1356.0,Medio (1.000-1.800 m)
POINT (-72.92919926 8.079802239),8.079802239,-72.92919926,1873.0,Alto (1.800-2.200 m)
POINT (-72.65212153 7.270560088),7.270560088,-72.65212153,2528.0,Muy alto (>2.200 m)
POINT (-73.12939481 7.684188896),7.684188896,-73.12939481,1698.0,Medio (1.000-1.800 m)
POINT (-72.58390978 7.583353136),7.583353136,-72.58390978,1830.0,Alto (1.800-2.200 m)
POINT (-72.52544746 7.05161677),7.05161677,-72.52544746,2507.0,Muy alto (>2.200 m)
POINT (-73.20007769 8.873159895),8.873159895,-73.20007769,786.0,Bajo (<1.000 m)
POINT (-72.79703447 7.502182366),7.502182366,-72.79703447,1765.0,Medio (1.000-1.800 m)
POINT (-72.67208072 7.746993206),7.746993206,-72.67208072,784.0,Bajo (<1.000 m)
POINT (-73.34585922 8.867990035),8.867990035,-73.34585922,650.0,Bajo (<1.000 m)
POINT (-73.0317597 8.678263671),8.678263671,-73.0317597,430.0,Bajo (<1.000 m)
POINT (-72.63152118 8.081200092),8.081200092,-72.63152118,659.0,Bajo (<1.000 m)
POINT (-72.80705582 7.906522991),7.906522991,-72.80705582,1165.0,Medio (1.000-1.800 m)
POINT (-73.0782633 8.361831987),8.361831987,-73.0782633,598.0,Bajo (<1.000 m)
POINT (-72.49269998 7.493955781),7.493955781,-72.49269998,2157.0,Alto (1.800-2.200 m)
POINT (-72.48281514 7.218372474),7.218372474,-72.48281514,1839.0,Alto (1.800-2.200 m)
POINT (-73.36139672 7.695233593),7.695233593,-73.36139672,114.0,Bajo (<1.000 m)
POINT (-73.18789327 8.256757875),8.256757875,-73.18789327,1382.0,Medio (1.000-1.800 m)
POINT (-72.52680784 7.742291094),7.742291094,-72.52680784,697.0,Bajo (<1.000 m)
POINT (-72.8467029 7.963712759),7.963712759,-72.8467029,1296.0,Medio (1.000-1.800 m)
POINT (-72.76834584 7.31694997),7.31694997,-72.76834584,3047.0,Muy alto (>2.200 m)
POINT (-73.33765033 8.206637527),8.206637527,-73.33765033,1371.0,Medio (1.000-1.800 m)
POINT (-72.67590348 7.379057623),7.379057623,-72.67590348,2897.0,Muy alto (>2.200 m)
POINT (-72.63515401 7.48287886),7.48287886,-72.63515401,1424.0,Medio (1.000-1.800 m)
POINT (-72.41119066 8.329138642),8.329138642,-72.41119066,54.0,Bajo (<1.000 m)
POINT (-72.50756622 7.595355974),7.595355974,-72.50756622,2155.0,Alto (1.800-2.200 m)
POINT (-72.86769959 7.772747824),7.772747824,-72.86769959,1850.0,Alto (1.800-2.200 m)
POINT (-73.2176038 8.414441404),8.414441404,-73.2176038,1548.0,Medio (1.000-1.800 m)
POINT (-72.60971203 7.847872195),7.847872195,-72.60971203,349.0,Bajo (<1.000 m)
POINT (-72.7182541 7.889234454),7.889234454,-72.7182541,576.0,Bajo (<1.000 m)
POINT (-72.79580961 8.215080767),8.215080767,-72.79580961,415.0,Bajo (<1.000 m)
POINT (-72.78617884 7.180991879),7.180991879,-72.78617884,3312.0,Muy alto (>2.200 m)
POINT (-73.15714097 8.760013794),8.760013794,-73.15714097,897.0,Bajo (<1.000 m)
POINT (-72.79925855 8.713507237),8.713507237,-72.79925855,66.0,Bajo (<1.000 m)
POINT (-72.30593418 7.225864961),7.225864961,-72.30593418,1918.0,Alto (1.800-2.200 m)
POINT (-72.98759418 7.936293173),7.936293173,-72.98759418,2377.0,Muy alto (>2.200 m)
POINT (-72.48361176 7.718635863),7.718635863,-72.48361176,798.0,Bajo (<1.000 m)
POINT (-75.72489985 4.499501128),4.499501128,-75.72489985,1280.0,Medio (1.000-1.800 m)
POINT (-75.74403734 4.366632382),4.366632382,-75.74403734,1352.0,Medio (1.000-1.800 m)
POINT (-75.65674719 4.467879428),4.467879428,-75.65674719,1506.0,Medio (1.000-1.800 m)
POINT (-75.66688449 4.604845344),4.604845344,-75.66688449,1647.0,Medio (1.000-1.800 m)
POINT (-75.65132308 4.395975176),4.395975176,-75.65132308,2283.0,Muy alto (>2.200 m)
POINT (-75.67146941 4.669325347),4.669325347,-75.67146941,1771.0,Medio (1.000-1.800 m)
POINT (-75.76056695 4.180107773),4.180107773,-75.76056695,2295.0,Muy alto (>2.200 m)
POINT (-75.81927335 4.426884849),4.426884849,-75.81927335,1131.0,Medio (1.000-1.800 m)
POINT (-75.81806594 4.521890945),4.521890945,-75.81806594,1214.0,Medio (1.000-1.800 m)
POINT (-75.68330417 4.30397934),4.30397934,-75.68330417,2609.0,Muy alto (>2.200 m)
POINT (-75.79205087 4.610273497),4.610273497,-75.79205087,1237.0,Medio (1.000-1.800 m)
POINT (-75.53092112 4.611314654),4.611314654,-75.53092112,2387.0,Muy alto (>2.200 m)
POINT (-75.79579093 4.803662773),4.803662773,-75.79579093,1182.0,Medio (1.000-1.800 m)
POINT (-75.95353871 5.139635357),5.139635357,-75.95353871,1677.0,Medio (1.000-1.800 m)
POINT (-75.94275386 4.918349676),4.918349676,-75.94275386,1039.0,Medio (1.000-1.800 m)
POINT (-75.86793893 5.200398696),5.200398696,-75.86793893,1502.0,Medio (1.000-1.800 m)
POINT (-75.66993655 4.842021144),4.842021144,-75.66993655,1438.0,Medio (1.000-1.800 m)
POINT (-75.80436659 5.320295966),5.320295966,-75.80436659,1741.0,Medio (1.000-1.800 m)
POINT (-76.00822678 4.988127679),4.988127679,-76.00822678,1382.0,Medio (1.000-1.800 m)
POINT (-75.85208162 4.904704187),4.904704187,-75.85208162,1059.0,Medio (1.000-1.800 m)
POINT (-75.7532139 4.942936185),4.942936185,-75.7532139,1399.0,Medio (1.000-1.800 m)
POINT (-75.96135387 5.414078141),5.414078141,-75.96135387,1545.0,Medio (1.000-1.800 m)
POINT (-76.07359421 5.286295408),5.286295408,-76.07359421,1126.0,Medio (1.000-1.800 m)
POINT (-75.71339683 5.323906864),5.323906864,-75.71339683,1760.0,Medio (1.000-1.800 m)
POINT (-75.54950174 4.833789828),4.833789828,-75.54950174,2224.0,Muy alto (>2.200 m)
POINT (-76.02286946 5.076100313),5.076100313,-76.02286946,1981.0,Alto (1.800-2.200 m)
POINT (-73.11156997 7.155833544),7.155833544,-73.11156997,707.0,Bajo (<1.000 m)
POINT (-73.53038541 6.182208476),6.182208476,-73.53038541,2080.0,Alto (1.800-2.200 m)
POINT (-73.79236929 5.788190519),5.788190519,-73.79236929,2298.0,Muy alto (>2.200 m)
POINT (-73.01162697 6.716766585),6.716766585,-73.01162697,1507.0,Medio (1.000-1.800 m)
POINT (-73.62345229 5.955617327),5.955617327,-73.62345229,1771.0,Medio (1.000-1.800 m)
POINT (-73.21518466 6.647062543),6.647062543,-73.21518466,1451.0,Medio (1.000-1.800 m)
POINT (-73.78211646 7.054074558),7.054074558,-73.78211646,70.0,Bajo (<1.000 m)
POINT (-73.37872388 7.033255886),7.033255886,-73.37872388,291.0,Bajo (<1.000 m)
POINT (-73.92065703 6.181715586),6.181715586,-73.92065703,725.0,Bajo (<1.000 m)
POINT (-73.25034892 6.562543673),6.562543673,-73.25034892,924.0,Bajo (<1.000 m)
POINT (-72.95131825 7.331565443),7.331565443,-72.95131825,2518.0,Muy alto (>2.200 m)
POINT (-72.67435203 6.520200095),6.520200095,-72.67435203,1300.0,Medio (1.000-1.800 m)
POINT (-72.56968434 6.659675274),6.659675274,-72.56968434,2888.0,Muy alto (>2.200 m)
POINT (-72.92924629 6.752465533),6.752465533,-72.92924629,1448.0,Medio (1.000-1.800 m)
POINT (-72.64536324 6.903923173),6.903923173,-72.64536324,3376.0,Muy alto (>2.200 m)
POINT (-73.06101382 6.35099819),6.35099819,-73.06101382,1596.0,Medio (1.000-1.800 m)
POINT (-72.97829057 7.282973001),7.282973001,-72.97829057,1897.0,Alto (1.800-2.200 m)
POINT (-73.40172144 6.361627641),6.361627641,-73.40172144,1493.0,Medio (1.000-1.800 m)
POINT (-73.63239132 6.067944658),6.067944658,-73.63239132,1794.0,Medio (1.000-1.800 m)
POINT (-74.17030427 6.40972961),6.40972961,-74.17030427,199.0,Bajo (<1.000 m)
POINT (-72.61815735 6.76062337),6.76062337,-72.61815735,3423.0,Muy alto (>2.200 m)
POINT (-73.25014013 6.342314443),6.342314443,-73.25014013,1479.0,Medio (1.000-1.800 m)
POINT (-73.50211527 6.303116611),6.303116611,-73.50211527,2228.0,Muy alto (>2.200 m)
POINT (-72.98176803 6.234735779),6.234735779,-72.98176803,2368.0,Muy alto (>2.200 m)
POINT (-73.05897888 6.608966483),6.608966483,-73.05897888,1471.0,Medio (1.000-1.800 m)
POINT (-73.56475288 6.664260002),6.664260002,-73.56475288,543.0,Bajo (<1.000 m)
POINT (-73.4977605 6.236115743),6.236115743,-73.4977605,1933.0,Alto (1.800-2.200 m)
POINT (-74.00040397 6.123389691),6.123389691,-74.00040397,680.0,Bajo (<1.000 m)
POINT (-73.18158192 7.524284721),7.524284721,-73.18158192,937.0,Bajo (<1.000 m)
POINT (-73.06206665 6.079061224),6.079061224,-73.06206665,2351.0,Muy alto (>2.200 m)
POINT (-72.68027939 6.65824115),6.65824115,-72.68027939,1995.0,Alto (1.800-2.200 m)
POINT (-73.95524931 5.801106291),5.801106291,-73.95524931,1468.0,Medio (1.000-1.800 m)
POINT (-73.0679925 7.079704598),7.079704598,-73.0679925,1371.0,Medio (1.000-1.800 m)
POINT (-73.32467124 6.671810994),6.671810994,-73.32467124,1082.0,Medio (1.000-1.800 m)
POINT (-73.31939934 5.924383558),5.924383558,-73.31939934,2263.0,Muy alto (>2.200 m)
POINT (-73.205267 6.976734127),6.976734127,-73.205267,1313.0,Medio (1.000-1.800 m)
POINT (-72.82369873 6.9434341),6.9434341,-72.82369873,2706.0,Muy alto (>2.200 m)
POINT (-73.40977445 6.233278248),6.233278248,-73.40977445,1470.0,Medio (1.000-1.800 m)
POINT (-73.33115275 6.319299865),6.319299865,-73.33115275,1340.0,Medio (1.000-1.800 m)
POINT (-73.72173671 5.944894844),5.944894844,-73.72173671,1971.0,Alto (1.800-2.200 m)
POINT (-73.57847854 6.04656148),6.04656148,-73.57847854,1396.0,Medio (1.000-1.800 m)
POINT (-73.36178841 6.559878299),6.559878299,-73.36178841,1748.0,Medio (1.000-1.800 m)
POINT (-73.78997419 5.872705896),5.872705896,-73.78997419,1814.0,Alto (1.800-2.200 m)
POINT (-73.1211236 6.710814846),6.710814846,-73.1211236,1061.0,Medio (1.000-1.800 m)
POINT (-74.04676575 5.895724341),5.895724341,-74.04676575,670.0,Bajo (<1.000 m)
POINT (-73.78760899 6.385234814),6.385234814,-73.78760899,1078.0,Medio (1.000-1.800 m)
POINT (-73.62977195 6.21737437),6.21737437,-73.62977195,1263.0,Medio (1.000-1.800 m)
POINT (-73.29138097 7.204060063),7.204060063,-73.29138097,589.0,Bajo (<1.000 m)
POINT (-73.10785086 6.812162934),6.812162934,-73.10785086,1656.0,Medio (1.000-1.800 m)
