municipio,latitud,longitud,altitud_msnm,cat_altitud
POINT (-72.58536492 6.513745303),6.513745303,-72.58536492,2326.0,Muy alto (>2.200 m)
POINT (-72.73841091 6.720222349),6.720222349,-72.73841091,2440.0,Muy alto (>2.200 m)
POINT (-73.05438997 7.348778319),7.348778319,-73.05438997,2201.0,Muy alto (>2.200 m)
POINT (-72.95834772 6.492532315),6.492532315,-72.95834772,1691.0,Medio (1.000-1.800 m)
POINT (-72.81916274 6.643290559),6.643290559,-72.81916274,2192.0,Alto (1.800-2.200 m)
POINT (-73.12211833 6.355368858),6.355368858,-73.12211833,1490.0,Medio (1.000-1.800 m)
POINT (-73.27961515 6.225596216),6.225596216,-73.27961515,1817.0,Alto (1.800-2.200 m)
POINT (-72.81205838 6.335194548),6.335194548,-72.81205838,2034.0,Alto (1.800-2.200 m)
POINT (-73.28247337 6.525876964),6.525876964,-73.28247337,838.0,Bajo (<1.000 m)
POINT (-73.28273174 6.391750107),6.391750107,-73.28273174,1387.0,Medio (1.000-1.800 m)
POINT (-73.17148232 6.416631131),6.416631131,-73.17148232,1417.0,Medio (1.000-1.800 m)
POINT (-73.01481196 6.97082104),6.97082104,-73.01481196,1541.0,Medio (1.000-1.800 m)
POINT (-73.17570986 6.513892626),6.513892626,-73.17570986,1362.0,Medio (1.000-1.800 m)
POINT (-73.67841815 5.831129906),5.831129906,-73.67841815,1926.0,Alto (1.800-2.200 m)
POINT (-73.95761256 6.685278856),6.685278856,-73.95761256,132.0,Bajo (<1.000 m)
POINT (-73.8354696 7.398198257),7.398198257,-73.8354696,68.0,Bajo (<1.000 m)
POINT (-73.37246417 7.474226085),7.474226085,-73.37246417,156.0,Bajo (<1.000 m)
POINT (-73.57131807 7.4065422),7.4065422,-73.57131807,119.0,Bajo (<1.000 m)
POINT (-72.81613202 6.796483063),6.796483063,-72.81613202,2026.0,Alto (1.800-2.200 m)
POINT (-73.55295302 6.076525355),6.076525355,-73.55295302,1375.0,Medio (1.000-1.800 m)
POINT (-73.11887911 6.550778765),6.550778765,-73.11887911,1411.0,Medio (1.000-1.800 m)
POINT (-72.85471883 6.459879823),6.459879823,-72.85471883,2358.0,Muy alto (>2.200 m)
POINT (-72.73976423 6.629400185),6.629400185,-72.73976423,1831.0,Alto (1.800-2.200 m)
POINT (-72.64322497 6.568121541),6.568121541,-72.64322497,2125.0,Alto (1.800-2.200 m)
POINT (-73.53900334 6.894292346),6.894292346,-73.53900334,189.0,Bajo (<1.000 m)
POINT (-72.89608933 6.988084711),6.988084711,-72.89608933,1987.0,Alto (1.800-2.200 m)
POINT (-73.58206609 6.40890734),6.40890734,-73.58206609,750.0,Bajo (<1.000 m)
POINT (-73.45910992 6.494231551),6.494231551,-73.45910992,2583.0,Muy alto (>2.200 m)
POINT (-73.24436001 6.462088241),6.462088241,-73.24436001,1477.0,Medio (1.000-1.800 m)
POINT (-73.36225795 6.101499739),6.101499739,-73.36225795,1639.0,Medio (1.000-1.800 m)
POINT (-73.95936235 5.983203734),5.983203734,-73.95936235,1270.0,Medio (1.000-1.800 m)
POINT (-72.98779966 7.475402063),7.475402063,-72.98779966,1895.0,Alto (1.800-2.200 m)
POINT (-72.93970443 7.170891099),7.170891099,-72.93970443,3383.0,Muy alto (>2.200 m)
POINT (-73.10997171 6.434578919),6.434578919,-73.10997171,1633.0,Medio (1.000-1.800 m)
POINT (-73.69057256 6.00741043),6.00741043,-73.69057256,2411.0,Muy alto (>2.200 m)
POINT (-72.88156901 7.322219563),7.322219563,-72.88156901,3192.0,Muy alto (>2.200 m)
POINT (-73.16396916 6.685867326),6.685867326,-73.16396916,1444.0,Medio (1.000-1.800 m)
POINT (-73.30975044 6.813725566),6.813725566,-73.30975044,2369.0,Muy alto (>2.200 m)
POINT (-75.43174967 9.316673928),9.316673928,-75.43174967,132.0,Bajo (<1.000 m)
POINT (-74.98014057 9.314972282),9.314972282,-74.98014057,104.0,Bajo (<1.000 m)
POINT (-75.13191063 8.792311599),8.792311599,-75.13191063,25.0,Bajo (<1.000 m)
POINT (-75.34528693 9.494043427),9.494043427,-75.34528693,127.0,Bajo (<1.000 m)
POINT (-75.23858178 9.160624283),9.160624283,-75.23858178,100.0,Bajo (<1.000 m)
POINT (-75.6574915 9.394449802),9.394449802,-75.6574915,0.0,Bajo (<1.000 m)
POINT (-75.32420908 9.569584598),9.569584598,-75.32420908,585.0,Bajo (<1.000 m)
POINT (-75.14575038 9.036231591),9.036231591,-75.14575038,52.0,Bajo (<1.000 m)
POINT (-74.98134706 9.135169096),9.135169096,-74.98134706,63.0,Bajo (<1.000 m)
POINT (-74.68734926 8.337828523),8.337828523,-74.68734926,23.0,Bajo (<1.000 m)
POINT (-75.28322212 8.811997799),8.811997799,-75.28322212,52.0,Bajo (<1.000 m)
POINT (-75.21302191 9.422380117),9.422380117,-75.21302191,201.0,Bajo (<1.000 m)
POINT (-74.71037883 8.546148134),8.546148134,-74.71037883,16.0,Bajo (<1.000 m)
POINT (-75.32718744 9.392496685),9.392496685,-75.32718744,128.0,Bajo (<1.000 m)
POINT (-75.18855916 9.549655271),9.549655271,-75.18855916,229.0,Bajo (<1.000 m)
POINT (-75.56199027 9.334940293),9.334940293,-75.56199027,34.0,Bajo (<1.000 m)
POINT (-75.36027422 9.165188649),9.165188649,-75.36027422,128.0,Bajo (<1.000 m)
POINT (-74.96469398 8.835634919),8.835634919,-74.96469398,12.0,Bajo (<1.000 m)
POINT (-75.21363579 9.292019071),9.292019071,-75.21363579,127.0,Bajo (<1.000 m)
POINT (-75.17249955 8.589220102),8.589220102,-75.17249955,22.0,Bajo (<1.000 m)
POINT (-75.50522919 9.814599536),9.814599536,-75.50522919,63.0,Bajo (<1.000 m)
POINT (-75.03741815 9.396835638),9.396835638,-75.03741815,141.0,Bajo (<1.000 m)
POINT (-75.09397089 9.256299047),9.256299047,-75.09397089,103.0,Bajo (<1.000 m)
POINT (-74.74753131 8.814333477),8.814333477,-74.74753131,17.0,Bajo (<1.000 m)
POINT (-75.53543469 9.533810567),9.533810567,-75.53543469,10.0,Bajo (<1.000 m)
POINT (-75.44451115 9.490297716),9.490297716,-75.44451115,58.0,Bajo (<1.000 m)
POINT (-75.252591 4.451921427),4.451921427,-75.252591,1267.0,Medio (1.000-1.800 m)
POINT (-74.94078233 3.390015064),3.390015064,-74.94078233,1306.0,Medio (1.000-1.800 m)
POINT (-74.98630686 4.582625784),4.582625784,-74.98630686,488.0,Bajo (<1.000 m)
POINT (-74.80998676 4.803365246),4.803365246,-74.80998676,259.0,Bajo (<1.000 m)
POINT (-75.20165423 4.623390454),4.623390454,-75.20165423,2939.0,Muy alto (>2.200 m)
POINT (-74.84750095 5.006758956),5.006758956,-74.84750095,307.0,Bajo (<1.000 m)
POINT (-75.61373257 3.37749064),3.37749064,-75.61373257,779.0,Bajo (<1.000 m)
POINT (-75.49745918 4.406971283),4.406971283,-75.49745918,2874.0,Muy alto (>2.200 m)
POINT (-74.74700246 4.123416795),4.123416795,-74.74700246,317.0,Bajo (<1.000 m)
POINT (-75.19457703 5.007003948),5.007003948,-75.19457703,2445.0,Muy alto (>2.200 m)
POINT (-75.58986634 3.743693084),3.743693084,-75.58986634,1139.0,Medio (1.000-1.800 m)
POINT (-74.91470256 4.315603867),4.315603867,-74.91470256,507.0,Bajo (<1.000 m)
POINT (-75.14720213 3.775490271),3.775490271,-75.14720213,337.0,Bajo (<1.000 m)
POINT (-74.68936908 3.98252395),3.98252395,-74.68936908,775.0,Bajo (<1.000 m)
POINT (-74.80256674 3.597863274),3.597863274,-74.80256674,1720.0,Medio (1.000-1.800 m)
POINT (-74.89352941 4.166476969),4.166476969,-74.89352941,322.0,Bajo (<1.000 m)
POINT (-74.95703372 5.079256598),5.079256598,-74.95703372,923.0,Bajo (<1.000 m)
POINT (-74.83708638 4.242813257),4.242813257,-74.83708638,295.0,Bajo (<1.000 m)
POINT (-75.05228995 5.186694812),5.186694812,-75.05228995,1641.0,Medio (1.000-1.800 m)
POINT (-74.97657287 4.076501341),4.076501341,-74.97657287,334.0,Bajo (<1.000 m)
POINT (-75.24322959 5.068553783),5.068553783,-75.24322959,2506.0,Muy alto (>2.200 m)
POINT (-74.78303094 5.179416561),5.179416561,-74.78303094,306.0,Bajo (<1.000 m)
POINT (-74.53964257 4.133276369),4.133276369,-74.53964257,1752.0,Medio (1.000-1.800 m)
POINT (-74.92337178 4.866034592),4.866034592,-74.92337178,355.0,Bajo (<1.000 m)
POINT (-75.04763076 4.877936755),4.877936755,-75.04763076,994.0,Bajo (<1.000 m)
POINT (-74.90668089 5.235322593),5.235322593,-74.90668089,690.0,Bajo (<1.000 m)
POINT (-74.60517497 4.193215498),4.193215498,-74.60517497,588.0,Bajo (<1.000 m)
POINT (-75.21993987 4.826734468),4.826734468,-75.21993987,2665.0,Muy alto (>2.200 m)
POINT (-75.12200999 3.540518203),3.540518203,-75.12200999,358.0,Bajo (<1.000 m)
POINT (-75.27824314 3.937793962),3.937793962,-75.27824314,454.0,Bajo (<1.000 m)
POINT (-75.0184505 5.094035737),5.094035737,-75.0184505,1369.0,Medio (1.000-1.800 m)
POINT (-74.99879938 4.433764446),4.433764446,-74.99879938,620.0,Bajo (<1.000 m)
POINT (-75.81684413 3.09897343),3.09897343,-75.81684413,2521.0,Muy alto (>2.200 m)
POINT (-74.87247706 3.729166649),3.729166649,-74.87247706,415.0,Bajo (<1.000 m)
POINT (-74.87451155 3.854281614),3.854281614,-74.87451155,563.0,Bajo (<1.000 m)
POINT (-75.85481103 3.468077548),3.468077548,-75.85481103,2010.0,Alto (1.800-2.200 m)
POINT (-75.59428027 4.097861181),4.097861181,-75.59428027,2781.0,Muy alto (>2.200 m)
POINT (-75.34758364 4.216730954),4.216730954,-75.34758364,1692.0,Medio (1.000-1.800 m)
POINT (-75.01859762 3.912542787),3.912542787,-75.01859762,309.0,Bajo (<1.000 m)
POINT (-75.50991004 3.926088268),3.926088268,-75.50991004,2101.0,Alto (1.800-2.200 m)
POINT (-75.16320806 4.057271684),4.057271684,-75.16320806,460.0,Bajo (<1.000 m)
POINT (-75.20069946 4.740827622),4.740827622,-75.20069946,3418.0,Muy alto (>2.200 m)
POINT (-74.84448738 3.969210629),3.969210629,-74.84448738,312.0,Bajo (<1.000 m)
POINT (-75.17148237 4.182125647),4.182125647,-75.17148237,681.0,Bajo (<1.000 m)
POINT (-74.92089886 4.70988172),4.70988172,-74.92089886,333.0,Bajo (<1.000 m)
POINT (-75.15592969 4.965753461),4.965753461,-75.15592969,2433.0,Muy alto (>2.200 m)
POINT (-74.61896623 3.854384097),3.854384097,-74.61896623,1841.0,Alto (1.800-2.200 m)
POINT (-76.57649259 3.399043723),3.399043723,-76.57649259,1193.0,Medio (1.000-1.800 m)
POINT (-75.78297932 4.6788971),4.6788971,-75.78297932,1228.0,Medio (1.000-1.800 m)
POINT (-76.16063341 4.153314228),4.153314228,-76.16063341,1063.0,Medio (1.000-1.800 m)
POINT (-76.02963049 4.795927292),4.795927292,-76.02963049,1050.0,Medio (1.000-1.800 m)
POINT (-76.14164999 4.704287864),4.704287864,-76.14164999,1481.0,Medio (1.000-1.800 m)
POINT (-76.34982039 4.393118861),4.393118861,-76.34982039,1430.0,Medio (1.000-1.800 m)
POINT (-77.11872832 3.493340766),3.493340766,-77.11872832,110.0,Bajo (<1.000 m)
POINT (-75.98312419 3.819854318),3.819854318,-75.98312419,2640.0,Muy alto (>2.200 m)
POINT (-76.0896103 4.196852991),4.196852991,-76.0896103,1072.0,Medio (1.000-1.800 m)
POINT (-75.83672567 4.308997973),4.308997973,-75.83672567,1367.0,Medio (1.000-1.800 m)
POINT (-76.64260484 3.923271619),3.923271619,-76.64260484,1282.0,Medio (1.000-1.800 m)
POINT (-76.38317663 3.382091564),3.382091564,-76.38317663,969.0,Bajo (<1.000 m)
POINT (-75.91790846 4.70684716),4.70684716,-75.91790846,948.0,Bajo (<1.000 m)
POINT (-76.72039347 3.649822218),3.649822218,-76.72039347,1582.0,Medio (1.000-1.800 m)
POINT (-76.06601001 4.917562873),4.917562873,-76.06601001,1697.0,Medio (1.000-1.800 m)
POINT (-76.21502826 4.756063701),4.756063701,-76.21502826,1616.0,Medio (1.000-1.800 m)
POINT (-76.30841784 3.656072873),3.656072873,-76.30841784,1005.0,Medio (1.000-1.800 m)
POINT (-76.28762701 4.539979729),4.539979729,-76.28762701,1347.0,Medio (1.000-1.800 m)
POINT (-76.16477307 3.304104295),3.304104295,-76.16477307,1703.0,Medio (1.000-1.800 m)
POINT (-76.19082004 3.74410441),3.74410441,-76.19082004,1526.0,Medio (1.000-1.800 m)
POINT (-76.34518277 3.759414991),3.759414991,-76.34518277,959.0,Bajo (<1.000 m)
POINT (-76.62760418 3.213892389),3.213892389,-76.62760418,1275.0,Medio (1.000-1.800 m)
POINT (-76.58989905 3.694303106),3.694303106,-76.58989905,1444.0,Medio (1.000-1.800 m)
POINT (-76.10328983 4.537937391),4.537937391,-76.10328983,960.0,Bajo (<1.000 m)
POINT (-75.96677303 4.483511142),4.483511142,-75.96677303,970.0,Bajo (<1.000 m)
POINT (-75.9491997 4.597588666),4.597588666,-75.9491997,961.0,Bajo (<1.000 m)
POINT (-76.22779972 3.558392876),3.558392876,-76.22779972,1129.0,Medio (1.000-1.800 m)
POINT (-76.17841841 3.42063665),3.42063665,-76.17841841,1483.0,Medio (1.000-1.800 m)
POINT (-76.53489853 3.806494973),3.806494973,-76.53489853,1395.0,Medio (1.000-1.800 m)
POINT (-76.37105443 4.109500298),4.109500298,-76.37105443,1208.0,Medio (1.000-1.800 m)
POINT (-76.16824249 4.443571848),4.443571848,-76.16824249,1182.0,Medio (1.000-1.800 m)
POINT (-76.20836168 3.98143244),3.98143244,-76.20836168,1123.0,Medio (1.000-1.800 m)
POINT (-75.88818163 4.193411919),4.193411919,-75.88818163,2125.0,Alto (1.800-2.200 m)
POINT (-76.08106176 4.638421279),4.638421279,-76.08106176,1199.0,Medio (1.000-1.800 m)
POINT (-76.34292699 4.233268116),4.233268116,-76.34292699,1784.0,Medio (1.000-1.800 m)
POINT (-76.03250379 4.02840797),4.02840797,-76.03250379,2730.0,Muy alto (>2.200 m)
POINT (-75.77835903 4.707718947),4.707718947,-75.77835903,1226.0,Medio (1.000-1.800 m)
POINT (-76.25924483 4.644242641),4.644242641,-76.25924483,1970.0,Alto (1.800-2.200 m)
POINT (-76.47064718 3.74365889),3.74365889,-76.47064718,1662.0,Medio (1.000-1.800 m)
POINT (-76.39080435 3.904130354),3.904130354,-76.39080435,976.0,Bajo (<1.000 m)
POINT (-76.5109879 3.595913669),3.595913669,-76.5109879,1230.0,Medio (1.000-1.800 m)
POINT (-76.05065336 4.35359875),4.35359875,-76.05065336,950.0,Bajo (<1.000 m)
POINT (-70.50921153 6.796280825),6.796280825,-70.50921153,122.0,Bajo (<1.000 m)
POINT (-71.29827429 6.799338394),6.799338394,-71.29827429,156.0,Bajo (<1.000 m)
POINT (-70.07381197 6.39654349),6.39654349,-70.07381197,97.0,Bajo (<1.000 m)
POINT (-71.79124241 6.750907234),6.750907234,-71.79124241,291.0,Bajo (<1.000 m)
POINT (-70.96678964 6.411761829),6.411761829,-70.96678964,129.0,Bajo (<1.000 m)
POINT (-71.85070757 6.906941714),6.906941714,-71.85070757,210.0,Bajo (<1.000 m)
POINT (-71.79178647 6.390650479),6.390650479,-71.79178647,439.0,Bajo (<1.000 m)
POINT (-72.25802857 5.242744761),5.242744761,-72.25802857,213.0,Bajo (<1.000 m)
POINT (-72.54821017 5.126121886),5.126121886,-72.54821017,264.0,Bajo (<1.000 m)
POINT (-72.86496804 5.228453404),5.228453404,-72.86496804,1288.0,Medio (1.000-1.800 m)
POINT (-71.52445752 6.03948032),6.03948032,-71.52445752,171.0,Bajo (<1.000 m)
POINT (-72.34693377 6.178282373),6.178282373,-72.34693377,2238.0,Muy alto (>2.200 m)
POINT (-72.21280273 4.675769488),4.675769488,-72.21280273,167.0,Bajo (<1.000 m)
POINT (-72.8473434 4.841308642),4.841308642,-72.8473434,464.0,Bajo (<1.000 m)
POINT (-72.09251937 5.529181235),5.529181235,-72.09251937,231.0,Bajo (<1.000 m)
POINT (-71.59873966 4.915139133),4.915139133,-71.59873966,146.0,Bajo (<1.000 m)
POINT (-70.86947037 5.779915281),5.779915281,-70.86947037,124.0,Bajo (<1.000 m)
POINT (-71.92580806 5.663194953),5.663194953,-71.92580806,217.0,Bajo (<1.000 m)
POINT (-72.77081831 5.263068507),5.263068507,-72.77081831,1333.0,Medio (1.000-1.800 m)
POINT (-72.99580655 4.81119011),4.81119011,-72.99580655,594.0,Bajo (<1.000 m)
POINT (-72.21076163 6.049906435),6.049906435,-72.21076163,1392.0,Medio (1.000-1.800 m)
POINT (-71.81749276 5.274955665),5.274955665,-71.81749276,171.0,Bajo (<1.000 m)
POINT (-72.20067822 5.878927424),5.878927424,-72.20067822,1076.0,Medio (1.000-1.800 m)
POINT (-72.62922436 4.697463691),4.697463691,-72.62922436,195.0,Bajo (<1.000 m)
POINT (-71.25479519 5.354527091),5.354527091,-71.25479519,137.0,Bajo (<1.000 m)
POINT (-72.82314281 4.528307719),4.528307719,-72.82314281,190.0,Bajo (<1.000 m)
POINT (-76.66584349 1.26070915),1.26070915,-76.66584349,2124.0,Alto (1.800-2.200 m)
POINT (-76.97376805 1.204815876),1.204815876,-76.97376805,2246.0,Muy alto (>2.200 m)
POINT (-76.94313923 0.673756323),0.673756323,-76.94313923,424.0,Bajo (<1.000 m)
POINT (-76.52158203 0.433884539),0.433884539,-76.52158203,261.0,Bajo (<1.000 m)
POINT (-76.49864415 0.70416861),0.70416861,-76.49864415,289.0,Bajo (<1.000 m)
POINT (-75.88022979 0.746432215),0.746432215,-75.88022979,230.0,Bajo (<1.000 m)
POINT (-75.06479327 0.05947197),0.05947197,-75.06479327,206.0,Bajo (<1.000 m)
POINT (-76.91307585 1.228746922),1.228746922,-76.91307585,2558.0,Muy alto (>2.200 m)
POINT (-76.84726661 1.136071096),1.136071096,-76.84726661,2710.0,Muy alto (>2.200 m)
POINT (-76.84510459 0.272449048),0.272449048,-76.84510459,278.0,Bajo (<1.000 m)
POINT (-76.97751684 1.036021482),1.036021482,-76.97751684,3139.0,Muy alto (>2.200 m)
POINT (-76.77067026 0.42012589),0.42012589,-76.77067026,297.0,Bajo (<1.000 m)
POINT (-76.74495447 0.911149515),0.911149515,-76.74495447,570.0,Bajo (<1.000 m)
POINT (-81.71762382 12.54311512),12.54311512,-81.71762382,55.0,Bajo (<1.000 m)
POINT (-81.37388549 13.3511096),13.3511096,-81.37388549,200.0,Bajo (<1.000 m)
POINT (-70.04513691 -3.530058784),-3.530058784,-70.04513691,140.0,Bajo (<1.000 m)
POINT (-72.72361566 -1.997234795),-1.997234795,-72.72361566,150.0,Bajo (<1.000 m)
POINT (-72.44442966 -1.509799605),-1.509799605,-72.44442966,157.0,Bajo (<1.000 m)
POINT (-69.94602815 -1.550256503),-1.550256503,-69.94602815,114.0,Bajo (<1.000 m)
POINT (-71.10487805 -0.125016381),-0.125016381,-71.10487805,177.0,Bajo (<1.000 m)
POINT (-71.1855046 -0.687037553),-0.687037553,-71.1855046,155.0,Bajo (<1.000 m)
POINT (-73.75722748 -0.952145073),-0.952145073,-73.75722748,150.0,Bajo (<1.000 m)
POINT (-71.1484049 -1.91085406),-1.91085406,-71.1484049,148.0,Bajo (<1.000 m)
POINT (-70.47199039 -3.631323222),-3.631323222,-70.47199039,122.0,Bajo (<1.000 m)
POINT (-71.93893358 -1.101032624),-1.101032624,-71.93893358,170.0,Bajo (<1.000 m)
POINT (-70.00651535 -2.451794264),-2.451794264,-70.00651535,113.0,Bajo (<1.000 m)
POINT (-68.00834728 3.516363079),3.516363079,-68.00834728,121.0,Bajo (<1.000 m)
POINT (-69.69713423 3.140558454),3.140558454,-69.69713423,188.0,Bajo (<1.000 m)
POINT (-67.52060569 2.312179782),2.312179782,-67.52060569,111.0,Bajo (<1.000 m)
POINT (-68.25799033 2.582829542),2.582829542,-68.25799033,144.0,Bajo (<1.000 m)
POINT (-67.001518 1.404540273),1.404540273,-67.001518,109.0,Bajo (<1.000 m)
POINT (-67.58507998 3.38616245),3.38616245,-67.58507998,103.0,Bajo (<1.000 m)
POINT (-69.11440036 1.981055294),1.981055294,-69.11440036,171.0,Bajo (<1.000 m)
POINT (-69.84001585 2.421444806),2.421444806,-69.84001585,161.0,Bajo (<1.000 m)
POINT (-71.91916993 2.484286091),2.484286091,-71.91916993,211.0,Bajo (<1.000 m)
POINT (-73.0342639 1.613634284),1.613634284,-73.0342639,257.0,Bajo (<1.000 m)
POINT (-72.24364869 2.143447362),2.143447362,-72.24364869,178.0,Bajo (<1.000 m)
POINT (-72.01810951 1.363974932),1.363974932,-72.01810951,205.0,Bajo (<1.000 m)
POINT (-70.46688401 1.06148231),1.06148231,-70.46688401,199.0,Bajo (<1.000 m)
POINT (-71.33093035 1.052762314),1.052762314,-71.33093035,225.0,Bajo (<1.000 m)
POINT (-70.5433061 -0.00834364),-0.00834364,-70.5433061,155.0,Bajo (<1.000 m)
POINT (-69.90776202 -0.719822209),-0.719822209,-69.90776202,132.0,Bajo (<1.000 m)
POINT (-70.91166315 1.569312273),1.569312273,-70.91166315,218.0,Bajo (<1.000 m)
POINT (-69.61867754 0.833312241),0.833312241,-69.61867754,175.0,Bajo (<1.000 m)
POINT (-68.14122234 5.836529669),5.836529669,-68.14122234,67.0,Bajo (<1.000 m)
POINT (-69.62044054 5.517593607),5.517593607,-69.62044054,100.0,Bajo (<1.000 m)
POINT (-70.65997097 4.968581012),4.968581012,-70.65997097,145.0,Bajo (<1.000 m)
POINT (-69.52140484 4.262454746),4.262454746,-69.52140484,162.0,Bajo (<1.000 m)
